"Warehouse"|"Item"|"Onhand"|"Onorder"|"Allocated"|"HardAllocated"
100|"0100-0829-65"| 0014.000000| 0000.000000| 0000.000000|0.000000
100|"0100-0829-68"| 0004.000000| 0000.000000| 0000.000000|0.000000
100|"0100-0829-70"| 0010.000000| 0000.000000| 0000.000000|0.000000
100|"0100-0829-74"| 0001.000000| 0000.000000| 0000.000000|0.000000
100|"0100-0829-75"| 0005.000000| 0000.000000| 0000.000000|0.000000
100|"0100-0829-79"| 0001.000000| 0000.000000| 0000.000000|0.000000
100|"0100-0829-83"| 0003.000000| 0000.000000| 0000.000000|0.000000
100|"0100-0829-93"| 0007.000000| 0000.000000| 0000.000000|0.000000
100|"0100-0829-94"| 0001.000000| 0000.000000| 0000.000000|0.000000
100|"0100-0841-01"| 0001.000000| 0000.000000| 0000.000000|0.000000
100|"0100-0841-04"| 0001.000000| 0000.000000| 0000.000000|0.000000
100|"0100-0841-107"| 0001.000000| 0000.000000| 0000.000000|0.000000
100|"0100-0841-108"| 0002.000000| 0000.000000| 0000.000000|0.000000
100|"0100-0841-13"| 0001.000000| 0000.000000| 0000.000000|0.000000
100|"0100-0841-39"| 0001.000000| 0000.000000| 0000.000000|0.000000
100|"0100-0841-40"| 0001.000000| 0000.000000| 0000.000000|0.000000
100|"0100-0841-44"| 0001.000000| 0000.000000| 0000.000000|0.000000
100|"0100-0841-55"| 0001.000000| 0000.000000| 0000.000000|0.000000
100|"0100-0841-75"| 0001.000000| 0000.000000| 0000.000000|0.000000
100|"0100-0841-97"| 0002.000000| 0000.000000| 0000.000000|0.000000
100|"0100-0858-02"| 0012.000000| 0000.000000| 0000.000000|0.000000
100|"0100-0858-06"| 0001.000000| 0000.000000| 0000.000000|0.000000
100|"0100-0878-04"| 0001.000000| 0000.000000| 0000.000000|0.000000
100|"0100-0878-06"| 0006.000000| 0000.000000| 0000.000000|0.000000
100|"0100-0878-12"| 0005.000000| 0000.000000| 0000.000000|0.000000
100|"0100-1084-01"| 0006.000000| 0000.000000| 0000.000000|0.000000
100|"0100-1089-01"| 0066.000000| 0000.000000| 0018.000000|18.000000
100|"0100-1099-01"| 0032.000000| 0000.000000| 0000.000000|0.000000
100|"0100-1341-01"| 0016.000000| 0000.000000| 0020.000000|16.000000
100|"0100-1342-02"| 0002.000000| 0000.000000| 0000.000000|0.000000
100|"0100-2283-25"| 0001.000000| 0000.000000| 0000.000000|0.000000
100|"0100-2289-01"| 0105.000000| 0000.000000| 0000.000000|2.000000
100|"0100-2303-01"| 0024.000000| 0016.000000| 0002.000000|2.000000
100|"0100-2310-02"| 0112.000000| 0000.000000| 0003.000000|3.000000
100|"0100-2324-01"| 0052.000000| 0036.000000| 0003.000000|2.000000
100|"0100-2324-03"| 0057.000000| 0382.000000| 0054.000000|50.000000
100|"0100-2324-06"| 0073.000000| 0066.000000| 0036.000000|28.000000
100|"0100-2327-01"| 0007.000000| 0000.000000|-0011.000000|4.000000
100|"0100-2327-02"| 0969.000000| 0560.000000| 0502.000000|315.000000
100|"0100-2332-01"| 0007.000000| 0030.000000| 0001.000000|1.000000
100|"0100-2336-01"| 0003.000000| 0000.000000| 0000.000000|0.000000
100|"0100-2341-01"| 0295.000000| 0000.000000| 0000.000000|0.000000
100|"0100-2350-01"| 0254.000000| 0000.000000| 0000.000000|0.000000
100|"0100-2351-05"| 0021.000000| 0000.000000| 0001.000000|0.000000
100|"0100-2355-01"| 0101.000000| 0020.000000| 0000.000000|0.000000
100|"0100-2355-02"| 0042.000000| 0000.000000| 0000.000000|0.000000
100|"0100-2458-01"| 0019.000000| 0000.000000| 0000.000000|0.000000
100|"0100-2458-02"| 0679.000000| 0000.000000| 0009.000000|9.000000
100|"0100-2460-02"| 0118.000000| 0000.000000| 0000.000000|0.000000
100|"0100-2467-05"| 0027.000000| 0000.000000| 0001.000000|0.000000
100|"0100-2468-01"| 0057.000000| 1260.000000| 0206.000000|57.000000
100|"0100-2475-01"| 0042.000000| 0030.000000| 0000.000000|0.000000
100|"0100-2478-01"| 0009.000000| 0000.000000| 0000.000000|0.000000
100|"0100-2479-01"| 0008.000000| 0000.000000| 0000.000000|0.000000
100|"0101-0013-01"| 0003.000000| 0000.000000| 0000.000000|0.000000
100|"0101-0041-01"| 0004.000000| 0000.000000| 0002.000000|2.000000
100|"0101-0041-11"| 0006.000000| 0002.000000| 0000.000000|0.000000
100|"0101-0042-01"| 0022.000000| 0000.000000| 0000.000000|0.000000
100|"0101-0050-01"| 0003.000000| 0000.000000| 0000.000000|0.000000
100|"0101-0061-01"| 0070.000000| 0000.000000| 0003.000000|3.000000
100|"0101-0063-01"| 0012.000000| 0000.000000| 0001.000000|1.000000
100|"0101-0088-01"| 0054.000000| 0000.000000| 0000.000000|0.000000
100|"0110-0042-02"| 0001.000000| 0000.000000| 0000.000000|0.000000
100|"0110-0065-02"| 0005.000000| 0000.000000| 0000.000000|0.000000
100|"01EC76A"| 1132.000000| 0198.000000| 0737.000000|649.000000
100|"01EC76AW"| 0111.000000| 0000.000000| 0071.000000|9.000000
100|"01GR-15"| 0093.000000| 0000.000000| 0032.000000|27.000000
100|"01MC75W-002"| 0040.000000| 0000.000000|-0001.000000|0.000000
100|"01MC76A-001"| 0633.000000| 0120.000000| 0490.000000|389.000000
100|"01MC76A-002"| 0031.000000| 0000.000000| 0001.000000|1.000000
100|"01MC76A-004"| 0003.000000| 0000.000000| 0000.000000|0.000000
100|"01MC76A-012"| 0052.000000| 0061.000000| 0051.000000|49.000000
100|"01MC76A-022"| 0011.000000| 0000.000000| 0000.000000|0.000000
100|"01MC76A-023"| 0004.000000| 0000.000000| 0004.000000|4.000000
100|"01MC76A-025"| 0002.000000| 0000.000000| 0000.000000|0.000000
100|"01MC76A-026"| 0005.000000| 0000.000000| 0000.000000|0.000000
100|"01MC76A-041"| 0001.000000| 0000.000000| 0000.000000|0.000000
100|"01MC76A-043"| 0025.000000| 0000.000000| 0000.000000|0.000000
100|"01MC76A-046"| 0002.000000| 0011.000000| 0003.000000|2.000000
100|"01MC76A-092"| 0001.000000| 0000.000000| 0000.000000|0.000000
100|"01MC76A-093"| 0006.000000| 0000.000000| 0000.000000|0.000000
100|"01MC76A-094"| 0005.000000| 0000.000000| 0000.000000|0.000000
100|"01MC76A-118"| 0361.000000| 0002.000000| 0000.000000|0.000000
100|"01MC76AW-001"| 0012.000000| 0000.000000| 0021.000000|9.000000
100|"01MK91-02"| 0662.000000| 0206.000000| 0337.000000|196.000000
100|"01MK91-05"| 0005.000000| 0003.000000| 0000.000000|0.000000
100|"01MK91B-02"| 0035.000000| 0000.000000| 0008.000000|8.000000
100|"01MK91B-05"| 0007.000000| 0000.000000| 0000.000000|0.000000
100|"01ZC45-001"| 0088.000000| 0032.000000| 0068.000000|54.000000
100|"01ZC45-118"| 0108.000000| 0000.000000| 0000.000000|0.000000
100|"0200-0018-01"| 0009.000000| 0000.000000| 0000.000000|0.000000
100|"0200-0177-01"| 1339.000000| 0000.000000| 0255.000000|254.000000
100|"0200-0178-01"| 0012.000000| 0000.000000| 0000.000000|0.000000
100|"0200-0180-01"| 0468.000000| 0326.000000| 0294.000000|293.000000
100|"0201-0007-01"| 0001.000000| 0001.000000| 0000.000000|0.000000
100|"0201-0007-02"| 0117.000000| 0000.000000| 0000.000000|0.000000
100|"0300-0333-02"| 0035.000000| 0000.000000| 0000.000000|0.000000
100|"0300-0386-01"| 0002.000000| 0000.000000| 0000.000000|0.000000
100|"0300-0386-02"| 0044.000000| 0000.000000| 0000.000000|0.000000
100|"0300-0386-05"| 0136.000000| 0002.000000| 0027.000000|32.000000
100|"0300-0386-10"| 0057.000000| 0000.000000| 0000.000000|0.000000
100|"0300-0396-01"| 0224.000000| 0000.000000| 0024.000000|22.000000
100|"0300-0511-02"| 0016.000000| 0000.000000| 0000.000000|0.000000
100|"0300-0542-04"| 0001.000000| 0000.000000| 0000.000000|0.000000
100|"0300-0542-10"| 0050.000000| 0000.000000| 0000.000000|0.000000
100|"0300-0543-02"| 0001.000000| 0000.000000| 0000.000000|0.000000
100|"0300-0543-04"| 0002.000000| 0000.000000| 0000.000000|0.000000
100|"0300-0543-10"| 0044.000000| 0000.000000| 0000.000000|0.000000
100|"0300-0550-01"| 0005.000000| 0000.000000| 0000.000000|0.000000
100|"0300-0914-01"| 3853.000000| 0004.000000| 0729.000000|629.000000
100|"0300-0914-03"| 1110.000000| 0100.000000| 0094.000000|66.000000
100|"0300-0928-02"| 0017.000000| 0000.000000| 0000.000000|0.000000
100|"0300-0982-01"| 0021.000000| 0000.000000| 0000.000000|0.000000
100|"0300-0983-01"| 0007.000000| 0000.000000| 0000.000000|0.000000
100|"0300-1000-01"| 0016.000000| 0000.000000| 0000.000000|0.000000
100|"0300-1060-01"| 0199.000000| 0000.000000| 0000.000000|0.000000
100|"0300-1060-02"| 0016.000000| 0194.000000| 0058.000000|0.000000
100|"0300-1175-01"| 0013.000000| 0000.000000| 0000.000000|0.000000
100|"0300-1744-05"| 0023.000000| 0000.000000| 0001.000000|1.000000
100|"0300-1814-02"| 0002.000000| 0000.000000| 0000.000000|0.000000
100|"0300-1889-01"| 0068.000000| 0042.000000| 0022.000000|20.000000
100|"0300-1889-03"| 0005.000000| 0000.000000| 0002.000000|2.000000
100|"0300-2000-01"| 0002.000000| 0000.000000| 0000.000000|0.000000
100|"0300-2001-01"| 0019.000000| 0000.000000| 0000.000000|0.000000
100|"0300-2226-01"| 0002.000000| 0000.000000| 0000.000000|0.000000
100|"0300-2277-01"| 0026.000000| 0000.000000| 0010.000000|10.000000
100|"0300-2316-01"| 0004.000000| 0000.000000| 0000.000000|0.000000
100|"0300-2317-01"| 0006.000000| 0000.000000| 0000.000000|0.000000
100|"0300-2318-01"| 0018.000000| 0000.000000| 0000.000000|0.000000
100|"0300-2319-01"| 0027.000000| 0000.000000| 0000.000000|0.000000
100|"0300-2465-01"| 0002.000000| 0000.000000| 0006.000000|2.000000
100|"0300-2469-01"| 0009.000000| 0000.000000| 0000.000000|0.000000
100|"0300-2484-01"| 0009.000000| 0001.000000| 0000.000000|0.000000
100|"0300-2487-01"| 0015.000000| 0000.000000| 0000.000000|0.000000
100|"0301-0079-01"| 0007.000000| 0000.000000| 0000.000000|0.000000
100|"0301-0108-01"| 0036.000000| 0000.000000| 0000.000000|0.000000
100|"0301-0109-01"| 0013.000000| 0000.000000| 0000.000000|0.000000
100|"0301-0111-01"| 0020.000000| 0000.000000| 0000.000000|0.000000
100|"0301-0136-01"| 0018.000000| 0000.000000| 0000.000000|0.000000
100|"0301-0163-02"| 0012.000000| 0000.000000| 0000.000000|0.000000
100|"0301-0182-01"| 0008.000000| 0000.000000| 0000.000000|0.000000
100|"0301-0197-01"| 0035.000000| 0000.000000| 0000.000000|0.000000
100|"0301-0234-01"| 0002.000000| 0000.000000| 0000.000000|0.000000
100|"0301-0305-01"| 0008.000000| 0000.000000| 0000.000000|0.000000
100|"0301-0306-01"| 0007.000000| 0002.000000| 0000.000000|0.000000
100|"0301-0309-01"| 0004.000000| 0003.000000| 0000.000000|0.000000
100|"0301-0321-01"| 0002.000000| 0000.000000| 0000.000000|0.000000
100|"0301-0366-03"| 0001.000000| 0000.000000| 0000.000000|0.000000
100|"0301-0450-01"| 0018.000000| 0000.000000| 0000.000000|0.000000
100|"0301-0459-01"| 0030.000000| 0000.000000| 0000.000000|0.000000
100|"0301-0466-02"| 0154.000000| 0000.000000| 0000.000000|0.000000
100|"0301-0467-02"| 0019.000000| 0000.000000| 0000.000000|0.000000
100|"0301-0485-01"| 0045.000000| 0000.000000| 0000.000000|0.000000
100|"0301-0493-01"| 0042.000000| 0000.000000| 0000.000000|0.000000
100|"0301-0500-01"| 0014.000000| 0000.000000| 0000.000000|0.000000
100|"0301-0506-01"| 0047.000000| 0000.000000| 0000.000000|0.000000
100|"0301-0512-01"| 0015.000000| 0000.000000| 0000.000000|0.000000
100|"0301-0512-02"| 0013.000000| 0000.000000| 0001.000000|1.000000
100|"0301-0516-01"| 0095.000000| 0000.000000| 0000.000000|0.000000
100|"0301-0518-01"| 0072.000000| 0000.000000| 0000.000000|0.000000
100|"0301-0541-01"| 0002.000000| 0000.000000| 0000.000000|0.000000
100|"0301-0660-01"| 0019.000000| 0000.000000| 0000.000000|0.000000
100|"0301-0765-01"| 0008.000000| 0000.000000| 0000.000000|0.000000
100|"0301-0785-01"| 0130.000000| 0000.000000| 0012.000000|12.000000
100|"0301-0785-03"| 0027.000000| 0014.000000| 0002.000000|2.000000
100|"0301-0785-06"| 0035.000000| 0000.000000| 0000.000000|0.000000
100|"0301-0785-07"| 0011.000000| 0000.000000| 0000.000000|0.000000
100|"0301-0786-01"| 0004.000000| 0000.000000| 0000.000000|0.000000
100|"0301-0791-02"| 0006.000000| 0025.000000| 0000.000000|0.000000
100|"0301-0791-07"| 0015.000000| 0057.000000| 0000.000000|1.000000
100|"0301-0796-01"| 0017.000000| 0005.000000| 0000.000000|0.000000
100|"0301-0810-02"| 0050.000000| 0045.000000| 0000.000000|0.000000
100|"0301-0812-01"| 0029.000000| 0000.000000| 0000.000000|0.000000
100|"0301-0816-01"| 0006.000000| 0000.000000| 0000.000000|0.000000
100|"0301-0829-02"| 0063.000000| 0000.000000| 0000.000000|0.000000
100|"0301-0863-01"| 0008.000000| 0000.000000| 0000.000000|0.000000
100|"0301-0869-01"| 0002.000000| 0000.000000| 0000.000000|0.000000
100|"0301-0869-02"| 0002.000000| 0000.000000| 0000.000000|0.000000
100|"0301-0870-01"| 0003.000000| 0000.000000| 0000.000000|0.000000
100|"0301-0949-01"| 0332.000000| 0300.000000| 0002.000000|1.000000
100|"0301-0953-01"| 0240.000000| 0000.000000| 0007.000000|0.000000
100|"0301-1025-01"| 0052.000000| 0000.000000| 0000.000000|0.000000
100|"0301-1036-01"| 0012.000000| 0000.000000| 0000.000000|0.000000
100|"0301-1077-01"| 0084.000000| 0000.000000| 0002.000000|0.000000
100|"0301-1088-01"| 0011.000000| 0000.000000| 0000.000000|0.000000
100|"0301-1096-02"| 0002.000000| 0000.000000| 0000.000000|0.000000
100|"0301-1101-03"| 0162.000000| 0000.000000| 0001.000000|0.000000
100|"0301-1479-02"| 0025.000000| 0000.000000| 0000.000000|0.000000
100|"0301-1500-01"| 0017.000000| 0000.000000| 0000.000000|0.000000
100|"0301-1510-03"| 0003.000000| 0000.000000| 0000.000000|0.000000
100|"0301-1511-01"| 0007.000000| 0000.000000| 0000.000000|0.000000
100|"0301-1514-01"| 0069.000000| 0000.000000| 0000.000000|0.000000
100|"0301-1516-01"| 0098.000000| 0000.000000| 0001.000000|0.000000
100|"0301-1524-01"| 0007.000000| 0000.000000| 0000.000000|0.000000
100|"0301-1536-01"| 0064.000000| 0070.000000| 0000.000000|0.000000
100|"0301-1540-02"| 0017.000000| 0000.000000| 0000.000000|0.000000
100|"0301-1548-01"| 0024.000000| 0000.000000| 0000.000000|0.000000
100|"0301-1548-02"| 0012.000000| 0027.000000| 0014.000000|5.000000
100|"0301-1560-02"| 0006.000000| 0000.000000| 0000.000000|0.000000
100|"0301-1574-01"| 0017.000000| 0000.000000| 0000.000000|0.000000
100|"0301-1574-02"| 0001.000000| 0004.000000| 0000.000000|0.000000
100|"0301-1575-01"| 0012.000000| 0000.000000| 0000.000000|0.000000
100|"0301-1575-02"| 0004.000000| 0002.000000| 0000.000000|0.000000
100|"0301-1576-01"| 0006.000000| 0000.000000| 0000.000000|0.000000
100|"0301-1598-02"| 0004.000000| 0000.000000| 0000.000000|0.000000
100|"0301-1601-02"| 0012.000000| 0000.000000| 0000.000000|0.000000
100|"0301-1603-01"| 0037.000000| 0000.000000| 0000.000000|0.000000
100|"0301-1617-01"| 0003.000000| 0000.000000| 0000.000000|0.000000
100|"0301-1631-01"| 0015.000000| 0000.000000| 0000.000000|0.000000
100|"0305-2033-01"| 0010.000000| 0000.000000| 0000.000000|0.000000
100|"0305-3460-01"| 0003.000000| 0000.000000| 0000.000000|0.000000
100|"0305-8310-01"| 0001.000000| 0000.000000| 0000.000000|0.000000
100|"0305-8670-01"| 0012.000000| 0000.000000| 0000.000000|0.000000
100|"0309-0016-01"| 0032.000000| 0000.000000| 0000.000000|0.000000
100|"0309-0037-01"| 0012.000000| 0000.000000| 0001.000000|1.000000
100|"0309-0043-01"| 0034.000000| 0000.000000| 0010.000000|11.000000
100|"0309-0047-01"| 0050.000000| 0085.000000| 0047.000000|40.000000
100|"0311-0002-01"| 0010.000000| 0000.000000| 0000.000000|0.000000
100|"0311-0007-01"| 0080.000000| 0000.000000| 0000.000000|0.000000
100|"0311-0010-01"| 0085.000000| 0000.000000| 0000.000000|0.000000
100|"0311-0014-01"| 0005.000000| 0000.000000| 0000.000000|0.000000
100|"0311-0042-01"| 0003.000000| 0000.000000| 0000.000000|0.000000
100|"0311-0048-01"| 0002.000000| 0000.000000| 0000.000000|0.000000
100|"0311-0056-01"| 0015.000000| 0000.000000| 0000.000000|0.000000
100|"0311-0062-01"| 0027.000000| 0000.000000| 0000.000000|0.000000
100|"0327-0004-01"| 0020.000000| 0000.000000| 0000.000000|0.000000
100|"0333-0012-02"| 0008.000000| 0049.000000| 0007.000000|7.000000
100|"0345-0009-02"| 0078.000000| 0142.000000| 0062.000000|48.000000
100|"0345-0016-01"| 0001.000000| 0100.000000| 0014.000000|1.000000
100|"0345-0027-01"| 0068.000000| 0050.000000| 0024.000000|26.000000
100|"0351-0009-01"| 0012.000000| 0000.000000| 0000.000000|0.000000
100|"0351-0027-01"| 0074.000000| 0056.000000| 0026.000000|24.000000
100|"0351-0029-01"| 0032.000000| 0000.000000| 0002.000000|1.000000
100|"0351-0080-01"| 0049.000000| 0050.000000| 0029.000000|31.000000
100|"0351-0081-01"| 0152.000000| 0000.000000| 0028.000000|28.000000
100|"0351-0083-01"| 0002.000000| 0000.000000| 0000.000000|0.000000
100|"0351-0098-01"| 0043.000000| 0000.000000| 0000.000000|0.000000
100|"0351-0132-01"| 0005.000000| 0000.000000| 0000.000000|0.000000
100|"0351-0140-01"| 0048.000000| 0000.000000| 0000.000000|0.000000
101|"0351-0140-01"| 0147.000000| 0000.000000| 0019.000000|20.000000
100|"0351-0144-01"| 0009.000000| 0000.000000| 0000.000000|0.000000
100|"0351-0167-01"| 0016.000000| 0000.000000| 0000.000000|0.000000
100|"0351-0203-01"| 0012.000000| 0006.000000| 0000.000000|0.000000
100|"0351-0223-01"| 0026.000000| 0000.000000| 0000.000000|0.000000
100|"0351-0235-01"| 0001.000000| 0000.000000| 0000.000000|0.000000
100|"0351-0250-02"| 0622.000000| 0000.000000| 0027.000000|32.000000
100|"0351-0251-01"| 0052.000000| 0050.000000| 0029.000000|22.000000
100|"0351-0253-01"| 0076.000000| 0000.000000| 0026.000000|27.000000
100|"0351-0255-01"| 0022.000000| 0000.000000| 0000.000000|0.000000
100|"0351-0258-01"| 0086.000000| 0052.000000| 0024.000000|22.000000
100|"0351-0267-01"| 0009.000000| 0000.000000| 0000.000000|0.000000
100|"0351-0269-01"| 0243.000000| 0000.000000| 0014.000000|11.000000
100|"0351-0270-01"| 0206.000000| 0000.000000| 0016.000000|11.000000
100|"0351-0270-02"| 0161.000000| 0000.000000| 0009.000000|10.000000
100|"0351-0272-01"| 0016.000000| 0000.000000| 0001.000000|1.000000
100|"0351-0273-01"| 0047.000000| 0050.000000| 0026.000000|26.000000
100|"0351-0292-01"| 0009.000000| 0000.000000| 0000.000000|0.000000
100|"0351-0297-02"| 0028.000000| 0000.000000| 0000.000000|0.000000
100|"0351-0298-01"| 0046.000000| 0000.000000| 0000.000000|0.000000
100|"0351-0348-01"| 0059.000000| 0000.000000| 0000.000000|0.000000
100|"0351-0366-01"| 0003.000000| 0000.000000| 0000.000000|0.000000
100|"0351-0367-01"| 0538.000000| 0000.000000| 0213.000000|123.000000
100|"0351-0367-02"| 0085.000000| 0000.000000| 0008.000000|8.000000
100|"0351-0368-01"| 0170.000000| 0150.000000| 0056.000000|27.000000
100|"0351-0371-01"| 0015.000000| 0000.000000| 0001.000000|0.000000
100|"0351-0376-01"| 0051.000000| 0000.000000| 0000.000000|0.000000
100|"0351-0391-01"| 1140.000000| 0000.000000| 0255.000000|254.000000
100|"0351-0394-01"| 0015.000000| 0000.000000| 0000.000000|0.000000
100|"0351-0396-01"| 0311.000000| 0600.000000| 0136.000000|138.000000
100|"0351-0409-02"| 0520.000000| 1100.000000| 0760.000000|520.000000
100|"0351-0409-03"| 0784.000000| 0725.000000| 0697.000000|538.000000
100|"0351-0431-01"| 0211.000000| 0000.000000| 0009.000000|10.000000
100|"0351-0474-01"| 0026.000000| 0001.000000| 0000.000000|0.000000
100|"0351-0476-01"| 0003.000000| 0000.000000| 0000.000000|0.000000
100|"0351-0477-01"| 0047.000000| 0000.000000| 0000.000000|0.000000
100|"0351-0478-01"| 0037.000000| 0003.000000| 0001.000000|0.000000
100|"0351-0478-02"| 0067.000000| 0000.000000| 0010.000000|10.000000
100|"0351-0478-03"| 0006.000000| 0000.000000| 0000.000000|0.000000
100|"0351-0478-04"| 0003.000000| 0000.000000| 0000.000000|0.000000
100|"0351-0541-02"| 0013.000000| 0108.000000| 0020.000000|13.000000
100|"0351-0544-01"| 0055.000000| 0000.000000| 0003.000000|3.000000
100|"0351-0546-02"| 0015.000000| 0000.000000| 0000.000000|0.000000
100|"0351-0547-01"| 1401.000000| 0018.000000|-0026.000000|0.000000
100|"0351-0547-02"| 0001.000000| 0000.000000| 0000.000000|0.000000
101|"0351-0547-02"| 0082.000000| 0000.000000| 0005.000000|5.000000
100|"0351-0547-03"| 0002.000000| 0000.000000| 0000.000000|0.000000
101|"0351-0547-03"| 0235.000000| 0000.000000| 0001.000000|1.000000
101|"0351-0547-04"| 0605.000000| 0000.000000| 0000.000000|0.000000
101|"0351-0547-07"| 1109.000000| 0000.000000| 0004.000000|3.000000
100|"0351-0547-24"| 0018.000000| 0000.000000| 0000.000000|0.000000
101|"0351-0547-24"| 8524.000000| 0000.000000| 0015.000000|16.000000
101|"0351-0547-31"| 1500.000000| 0000.000000| 0000.000000|0.000000
100|"0351-0549-01"| 0056.000000| 0000.000000| 0000.000000|0.000000
100|"0351-0554-01"| 0041.000000| 0055.000000| 0008.000000|8.000000
100|"0351-0556-01"| 0181.000000| 0000.000000| 0092.000000|69.000000
100|"0351-0556-02"| 0079.000000| 0000.000000| 0000.000000|0.000000
100|"0351-0564-02"| 0248.000000| 0000.000000| 0001.000000|1.000000
100|"0351-0626-01"| 0402.000000| 0300.000000| 0171.000000|145.000000
101|"0351-0732-01"| 0002.000000| 0000.000000| 0000.000000|0.000000
100|"0351-0732-02"| 0004.000000| 0000.000000| 0000.000000|0.000000
100|"0351-0736-01"| 0004.000000| 0000.000000| 0000.000000|0.000000
100|"0351-0942-01"| 0006.000000| 0000.000000| 0000.000000|0.000000
100|"0351-0953-01"| 0037.000000| 0010.000000| 0000.000000|0.000000
100|"0351-1109-02"| 0004.000000| 0000.000000| 0000.000000|0.000000
100|"0351-1129-01"| 0051.000000| 0000.000000| 0001.000000|0.000000
100|"0351-1161-01"| 0042.000000| 0000.000000| 0000.000000|0.000000
100|"0351-1169-01"| 0002.000000| 0000.000000| 0000.000000|0.000000
100|"0351-1170-01"| 0106.000000| 0000.000000| 0000.000000|0.000000
100|"0351-1300-01"| 0043.000000| 0000.000000| 0001.000000|1.000000
100|"0351-1300-02"| 0022.000000| 0000.000000| 0000.000000|0.000000
100|"0351-1301-02"| 0057.000000| 0000.000000| 0000.000000|0.000000
100|"0351-1303-01"| 0010.000000| 0000.000000| 0000.000000|0.000000
100|"0351-1305-01"| 0032.000000| 0000.000000| 0000.000000|0.000000
100|"0351-1306-01"| 0014.000000| 0016.000000| 0012.000000|12.000000
100|"0351-1315-01"| 0048.000000| 0000.000000| 0003.000000|3.000000
100|"0351-1338-51"| 0036.000000| 0064.000000| 0023.000000|21.000000
100|"0351-1338-52"| 0004.000000| 0000.000000| 0000.000000|0.000000
100|"0351-1338-53"| 0016.000000| 0000.000000| 0000.000000|0.000000
100|"0351-1338-54"| 0005.000000| 0000.000000| 0001.000000|1.000000
100|"0351-1338-55"| 0005.000000| 0000.000000| 0000.000000|0.000000
100|"0351-1338-56"| 0005.000000| 0000.000000| 0000.000000|0.000000
100|"0351-1341-01"| 0001.000000| 0000.000000| 0000.000000|0.000000
100|"0351-1519-01"| 0002.000000| 0000.000000| 0000.000000|0.000000
100|"0351-1522-01"| 0139.000000| 0000.000000| 0014.000000|14.000000
100|"0351-1522-02"| 0145.000000| 0000.000000| 0014.000000|14.000000
100|"0351-1630-01"| 0008.000000| 0000.000000| 0000.000000|0.000000
100|"0351-1632-01"| 0051.000000| 0000.000000| 0000.000000|0.000000
100|"0351-1633-01"| 0001.000000| 0000.000000| 0000.000000|0.000000
100|"0351-1647-01"| 0142.000000| 0000.000000| 0000.000000|0.000000
100|"0351-1651-01"| 0005.000000| 0017.000000| 0006.000000|5.000000
100|"0351-1652-01"| 0018.000000| 0000.000000| 0000.000000|0.000000
100|"0351-1668-01"| 0011.000000| 0000.000000| 0000.000000|0.000000
100|"0351-1672-02"| 0179.000000| 0000.000000| 0007.000000|8.000000
100|"0351-1673-01"| 0004.000000| 0000.000000| 0000.000000|0.000000
100|"0351-1677-03"| 0005.000000| 0000.000000| 0000.000000|0.000000
100|"0351-1677-04"| 0047.000000| 0000.000000| 0000.000000|0.000000
100|"0351-1677-06"| 0050.000000| 0000.000000| 0000.000000|0.000000
100|"0351-1677-08"| 0069.000000| 0000.000000| 0000.000000|0.000000
100|"0351-1677-09"| 0040.000000| 0000.000000| 0000.000000|0.000000
100|"0351-1678-02"| 0013.000000| 0000.000000| 0000.000000|0.000000
