"Warehouse"|"Item"|"Onhand"|"Onorder"|"Allocated"|"HardAllocated"
100|"D80031D-016"| 0003.000000| 0024.000000| 0019.000000|3.000000
100|"D80031D-016-1"| 0002.000000| 0001.000000| 0003.000000|2.000000
100|"D80031D-032"| 0016.000000| 0019.000000| 0005.000000|5.000000
100|"D80031D-048"| 0001.000000| 0012.000000| 0003.000000|1.000000
100|"D80031P-012"| 0001.000000| 0023.000000| 0002.000000|1.000000
100|"D80031P-048"| 0001.000000| 0003.000000| 0002.000000|1.000000
100|"D80031S-012"| 0002.000000| 0027.000000| 0005.000000|2.000000
100|"DF5CA-0V3A"| 0002.000000| 0000.000000| 0000.000000|0.000000
100|"DF5LINERKIT"| 0007.000000| 0000.000000| 0000.000000|0.000000
100|"DMO-414F"| 0004.000000| 0000.000000| 0000.000000|0.000000
100|"DMV14Q"| 0006.000000| 0001.000000| 0000.000000|0.000000
100|"DMV14Q-1"| 0001.000000| 0000.000000| 0000.000000|0.000000
100|"DMV16Q"| 0001.000000| 0001.000000| 0000.000000|0.000000
100|"DMV16Q-1"| 0002.000000| 0000.000000| 0000.000000|0.000000
100|"DMV19Q-1"| 0002.000000| 0000.000000| 0000.000000|0.000000
100|"DMV94Q-1"| 0002.000000| 0000.000000| 0001.000000|1.000000
100|"DMV96Q"| 0007.000000| 0020.000000| 0000.000000|0.000000
100|"DMV96Q-1"| 0001.000000| 0002.000000| 0001.000000|1.000000
100|"DMV99Q-1"| 0002.000000| 0000.000000| 0000.000000|0.000000
100|"DN1478"| 0069.000000| 0000.000000| 0000.000000|0.000000
100|"DN1518"| 0073.000000| 0000.000000| 0015.000000|14.000000
100|"DN1527"| 0108.000000| 0000.000000| 0008.000000|7.000000
100|"DN1528"| 0087.000000| 0000.000000| 0003.000000|3.000000
100|"DS-4114-05"| 0028.000000| 0004.000000| 0000.000000|0.000000
100|"DS-411408"| 0005.000000| 0000.000000| 0000.000000|0.000000
100|"DS-4114F-05"| 0010.000000| 0000.000000| 0000.000000|0.000000
100|"DS-4114F-08"| 0007.000000| 0000.000000| 0003.000000|3.000000
100|"DSC-P2W26K"| 0016.000000| 0045.000000| 0040.000000|16.000000
100|"DU-MODEM-HOS"| 0001.000000| 0002.000000| 0000.000000|0.000000
100|"DVRM-01"| 0745.000000| 0000.000000| 0043.000000|36.000000
100|"E-COR-BADGE"| 0175.000000| 0000.000000| 0001.000000|0.000000
100|"E-COR-COM"| 0017.000000| 0000.000000| 0000.000000|0.000000
100|"E-COR-DEMO"| 0187.000000| 0000.000000| 0000.000000|0.000000
100|"E-COR-ELV"| 0201.000000| 0000.000000| 0002.000000|1.000000
100|"E-COR-EN"| 0026.000000| 0000.000000| 0016.000000|14.000000
100|"E-COR-FR"| 0004.000000| 0000.000000| 0002.000000|2.000000
100|"E-COR-MAN-EN"| 0015.000000| 0000.000000| 0000.000000|0.000000
100|"E-COR-MAN-SP"| 0008.000000| 0000.000000| 0000.000000|0.000000
100|"E-COR-RDN"| 0009.000000| 0000.000000| 0000.000000|0.000000
100|"E-COR-REV"| 0002.000000| 0010.000000| 0000.000000|0.000000
100|"E-COR-SLK"| 0242.000000| 0000.000000| 0001.000000|0.000000
100|"E-COR-SLKMEN"| 0016.000000| 0000.000000| 0000.000000|0.000000
100|"E-COR-SP"| 0001.000000| 0000.000000| 0000.000000|0.000000
100|"E-COR-WS6"| 0002.000000| 0002.000000| 0000.000000|0.000000
100|"E-GLO-COM-V3"| 0003.000000| 0000.000000| 0000.000000|0.000000
100|"E-GLO-CORCOM-V3"| 0002.000000| 0005.000000| 0000.000000|0.000000
100|"E-GLO-MAN-EN-V3"| 0002.000000| 0000.000000| 0000.000000|0.000000
100|"E-GLO-REV"| 0026.000000| 0000.000000| 0000.000000|0.000000
100|"E-GLO-SQL"| 0008.000000| 0000.000000| 0000.000000|0.000000
100|"E-GLO-SQL-V3"| 0001.000000| 0004.000000| 0000.000000|0.000000
100|"E-GLO-UPG-EN-V3"| 0002.000000| 0000.000000| 0000.000000|0.000000
100|"E-GLO-WS1-V3"| 0004.000000| 0000.000000| 0000.000000|0.000000
100|"E-GLO-WS8-V3"| 0005.000000| 0002.000000| 0000.000000|0.000000
100|"E-SPE-EN"| 0001.000000| 0075.000000| 0041.000000|1.000000
100|"E-SPE-FR"| 0006.000000| 0000.000000| 0004.000000|4.000000
100|"E-SPE-MAN-EN"| 0014.000000| 0000.000000| 0000.000000|0.000000
100|"E-SPE-MAN-FR"| 0001.000000| 0000.000000| 0000.000000|0.000000
100|"E-SPE-MAN-SP"| 0008.000000| 0000.000000| 0000.000000|0.000000
100|"E-SPE-REV"| 0013.000000| 0000.000000| 0000.000000|0.000000
100|"E-SPE-SP"| 0001.000000| 0000.000000| 0001.000000|1.000000
100|"EC75"| 0177.000000| 0000.000000| 0036.000000|30.000000
100|"EC90-XR"| 0001.000000| 0000.000000| 0000.000000|0.000000
100|"EE-DOCS"| 6772.000000| 0000.000000| 0038.000000|35.000000
100|"EGLOWS1-ENCD"| 0026.000000| 0000.000000| 0000.000000|0.000000
100|"EH2512-1"| 0004.000000| 0000.000000| 0000.000000|0.000000
100|"EM1450"| 0004.000000| 0000.000000| 0000.000000|0.000000
100|"ENTRA-GLO-CD"| 1990.000000| 0000.000000| 0000.000000|0.000000
100|"ENTRA-LS"| 0006.000000| 0000.000000| 0000.000000|0.000000
100|"ENTRA-LS-DIS"| 0008.000000| 0000.000000| 0000.000000|0.000000
100|"ENTRA-LS-UPG"| 0025.000000| 0000.000000| 0000.000000|0.000000
100|"ENTRA-LS/UPG"| 0002.000000| 0000.000000| 0000.000000|0.000000
100|"ENTRA-RS-DEM"| 0119.000000| 0000.000000| 0000.000000|0.000000
100|"ENTRA-RS-DIS"| 0016.000000| 0000.000000| 0000.000000|0.000000
100|"ENTRA-RS-UPG"| 0001.000000| 0000.000000| 0000.000000|0.000000
100|"ENTRA-RS/UPG"| 0018.000000| 0000.000000| 0000.000000|0.000000
100|"EOL-485"| 0870.000000| 0000.000000| 0000.000000|0.000000
100|"EP-120-4E"| 0003.000000| 0000.000000| 0000.000000|0.000000
100|"EP-2202"| 0014.000000| 0000.000000| 0000.000000|0.000000
100|"EP-8002"| 0190.000000| 0250.000000| 0023.000000|13.000000
100|"EP-ENTRA"| 0005.000000| 0016.000000| 0000.000000|0.000000
100|"EP-ENTRA2"| 0047.000000| 0840.000000| 0101.000000|47.000000
100|"EP-IOPASS"| 0120.000000| 0000.000000| 0000.000000|0.000000
100|"EP-WP"| 0045.000000| 0100.000000| 0000.000000|0.000000
100|"EP190-1"| 0052.000000| 0000.000000| 0000.000000|0.000000
100|"EP190-2"| 0155.000000| 0000.000000| 0000.000000|0.000000
100|"EP191-3"| 0033.000000| 0000.000000| 0000.000000|0.000000
100|"EPMPDK"| 0001.000000| 0000.000000| 0000.000000|0.000000
100|"ES-KTP/103SN"| 0002.000000| 0036.000000| 0000.000000|0.000000
100|"ESM480"| 0001.000000| 0063.000000| 0026.000000|1.000000
100|"FA-81518"| 0068.000000| 0000.000000| 0000.000000|0.000000
100|"FA-81593"| 0069.000000| 0000.000000| 0000.000000|0.000000
100|"FA-81733"| 0056.000000| 0000.000000| 0000.000000|0.000000
100|"FA-81740"| 0073.000000| 0000.000000| 0000.000000|0.000000
100|"FA-81783"| 0069.000000| 0000.000000| 0000.000000|0.000000
100|"FA-86031"| 0070.000000| 0000.000000| 0000.000000|0.000000
100|"FA-86032"| 0071.000000| 0000.000000| 0000.000000|0.000000
100|"FP3231A"| 0006.000000| 0000.000000| 0000.000000|0.000000
100|"FP3236A"| 0001.000000| 0000.000000| 0000.000000|0.000000
100|"FP3237A"| 0001.000000| 0000.000000| 0000.000000|0.000000
100|"FP3516A"| 0005.000000| 0000.000000| 0000.000000|0.000000
100|"FP3517A"| 0007.000000| 0000.000000| 0000.000000|0.000000
100|"FP3521A"| 0001.000000| 0005.000000| 0000.000000|0.000000
100|"FP3526A"| 0010.000000| 0000.000000| 0000.000000|0.000000
100|"FP3527A"| 0038.000000| 0000.000000| 0000.000000|0.000000
100|"FP4551A"| 0001.000000| 0000.000000| 0000.000000|0.000000
100|"FPZ-3511A"| 0001.000000| 0000.000000| 0000.000000|0.000000
100|"FUSE3A2AG"| 0030.000000| 0000.000000| 0000.000000|0.000000
100|"FW-APC"| 0774.000000| 0000.000000| 0000.000000|0.000000
100|"FW-APC8X"| 0044.000000| 0000.000000| 0000.000000|0.000000
100|"FW-APCL"| 0045.000000| 0000.000000| 0010.000000|10.000000
100|"GBC-MM-950-4"| 0011.000000| 0000.000000| 0000.000000|0.000000
100|"HID-413"| 0010.000000| 0000.000000| 0000.000000|0.000000
100|"HID-445-PRN"| 0015.000000| 0000.000000| 0000.000000|0.000000
100|"HID-445-RFL"| 0002.000000| 0000.000000| 0000.000000|0.000000
100|"HID-C1324A"| 0186.000000| 0100.000000| 0000.000000|0.000000
100|"HID-C1326"| 0008.000000| 2100.000000| 0000.000000|0.000000
100|"HID-C1326KSF"| 2972.000000| 5000.000000| 3825.000000|2972.00000
100|"HID-C1336"| 0241.000000| 0000.000000| 0000.000000|0.000000
100|"HID-C1336/GG"| 8164.000000| 0000.000000| 0000.000000|0.000000
100|"HID-C1336K/G"| 6294.000000| 0000.000000| 0000.000000|0.000000
100|"HID-C1336KSF"| 0148.000000| 0000.000000| 0000.000000|0.000000
100|"HID-C1346"| 2511.000000| 0075.000000| 0000.000000|0.000000
100|"HID-C1346KSF"| 0864.000000| 0000.000000| 0000.000000|0.000000
100|"HID-C1351"| 0030.000000| 0800.000000| 0810.000000|30.000000
100|"HID-C1366KSF"| 0199.000000| 0000.000000| 0000.000000|0.000000
100|"HID-C1386"| 1100.000000| 0000.000000| 0000.000000|0.000000
100|"HID-C1386/GG"| 2462.000000| 0000.000000| 0000.000000|0.000000
100|"HID-C1386K/G"| 3650.000000| 0000.000000| 0000.000000|0.000000
100|"HID-C1386KSF"| 4141.000000| 0000.000000| 0300.000000|300.000000
100|"HID-MP5365"| 0069.000000| 0000.000000| 0000.000000|0.000000
100|"HID-PP6005B"| 0067.000000| 0000.000000| 0002.000000|2.000000
100|"HID-PR5355"| 0030.000000| 0000.000000| 0001.000000|1.000000
100|"HID-TL5395BE"| 0003.000000| 0000.000000| 0000.000000|0.000000
100|"HID-TL5395BL"| 0072.000000| 0000.000000| 0000.000000|0.000000
100|"HID-TL5395WH"| 0028.000000| 0000.000000| 0000.000000|0.000000
100|"HK-2"| 0001.000000| 0000.000000| 0000.000000|0.000000
100|"HS-9168U"| 0027.000000| 0003.000000| 0000.000000|0.000000
100|"HS-9960U"| 0037.000000| 0000.000000| 0000.000000|0.000000
100|"HS-CM217"| 1879.000000| 0425.000000| 0141.000000|124.000000
100|"ICS-090BHNU"| 0023.000000| 0000.000000| 0000.000000|0.000000
100|"ICS090-CA8"| 0015.000000| 0000.000000| 0000.000000|0.000000
100|"ICS090-CR3"| 0002.000000| 0000.000000|-0003.000000|0.000000
100|"ICS090-CRV4A"| 0005.000000| 0000.000000| 0000.000000|0.000000
100|"ICS100-PG"| 0001.000000| 0000.000000|-0002.000000|0.000000
100|"ID-CAMERA"| 0035.000000| 0000.000000| 0000.000000|0.000000
100|"ID-TRIPOD"| 0037.000000| 0000.000000| 0000.000000|0.000000
100|"ID-VIDEO"| 0038.000000| 0000.000000| 0000.000000|0.000000
100|"ID200-G"| 0070.000000| 0000.000000| 0000.000000|0.000000
100|"ID200G-R"| 8366.000000| 0000.000000| 0000.000000|0.000000
100|"IDANTM1000-1356T"| 0033.000000| 0000.000000| 0000.000000|0.000000
100|"IDANTM2000-915C"| 0411.000000| 0000.000000| 0000.000000|0.000000
100|"IDANTM2000-915L"| 0578.000000| 0000.000000| 0000.000000|0.000000
100|"IDCS-5"| 0006.000000| 0000.000000| 0000.000000|0.000000
100|"IDEPC1R313"| 0002.000000| 0040.000000| 0000.000000|0.000000
100|"IDRDSRM1000"| 0056.000000| 0061.000000| 0000.000000|0.000000
100|"IDRDTM1000"| 0012.000000| 0000.000000| 0000.000000|0.000000
100|"IEB105"| 0009.000000| 0000.000000| 0000.000000|0.000000
100|"IET019"| 0002.000000| 0000.000000| 0000.000000|0.000000
100|"IHW001"| 0204.000000| 0000.000000| 0000.000000|0.000000
100|"IMA030"| 0008.000000| 0000.000000| 0000.000000|0.000000
100|"IML005"| 0018.000000| 0000.000000| 0000.000000|0.000000
100|"IML010"| 0003.000000| 0000.000000| 0000.000000|0.000000
100|"INA020"| 0036.000000| 0000.000000| 0000.000000|0.000000
100|"INK018"| 0012.000000| 0000.000000| 0000.000000|0.000000
100|"INTVKVM2"| 0005.000000| 0000.000000| 0001.000000|1.000000
100|"ISO-30/GG"| 1550.000000| 0000.000000|-0100.000000|0.000000
100|"IVUPS150"| 0001.000000| 0000.000000| 0000.000000|0.000000
100|"IWM-GY"| 0004.000000| 0000.000000| 0000.000000|0.000000
100|"JA-505-SDL"| 0438.000000| 0000.000000| 0000.000000|0.000000
100|"JA-506-T1"| 1278.000000| 0000.000000| 0000.000000|0.000000
100|"JA-NC-36"| 0792.000000| 0000.000000| 0000.000000|0.000000
100|"JLSTGNP"| 0200.000000| 0000.000000| 0000.000000|0.000000
100|"KBD300A"| 0001.000000| 0000.000000| 0000.000000|0.000000
100|"KLEXP-08"| 0018.000000| 0000.000000| 0000.000000|0.000000
100|"KP-2500"| 0009.000000| 0007.000000| 0002.000000|2.000000
100|"KT-100"| 0023.000000| 0189.000000| 0069.000000|23.000000
100|"KT-200"| 0273.000000| 0093.000000| 0021.000000|8.000000
100|"KT-200-CAMLO"| 0005.000000| 0005.000000| 0000.000000|0.000000
100|"KT-200BO"| 0010.000000| 0010.000000| 0000.000000|0.000000
100|"KT-200CSA"| 0028.000000| 0058.000000| 0000.000000|0.000000
100|"KT-200F-ACC"| 0005.000000| 0001.000000| 0000.000000|0.000000
100|"KT-200G-ACC"| 0075.000000| 0000.000000| 0000.000000|0.000000
100|"KT-200NB"| 0048.000000| 0002.000000| 0001.000000|1.000000
100|"KT-200PCB"| 0003.000000| 0010.000000| 0000.000000|0.000000
100|"KT-300-ACC"| 0107.000000| 0000.000000| 0000.000000|0.000000
100|"KT-300/128K"| 0242.000000| 0975.000000| 0043.000000|40.000000
100|"KT-300/512K"| 0006.000000| 0002.000000| 0000.000000|0.000000
100|"KT-300CAB"| 0020.000000| 0000.000000| 0000.000000|0.000000
100|"KT-300FIR"| 0005.000000| 0015.000000| 0000.000000|0.000000
100|"KT-300FLASH"| 0111.000000| 0035.000000| 0000.000000|0.000000
100|"KT-300LOCK"| 0664.000000| 0000.000000| 0000.000000|0.000000
100|"KT-300PCB128"| 0063.000000| 0036.000000| 0000.000000|0.000000
100|"KT-300PCB512"| 0046.000000| 0000.000000| 0000.000000|0.000000
100|"KT-300PCBACC"| 0037.000000| 0000.000000| 0000.000000|0.000000
100|"KT-300TAMP"| 0564.000000| 0000.000000| 0001.000000|1.000000
100|"KT-4051CAB"| 0459.000000| 0000.000000| 0000.000000|0.000000
100|"KT-BATT-12"| 2409.000000| 0000.000000| 0012.000000|11.000000
100|"KT-BD7-12"| 0010.000000| 0000.000000| 0000.000000|0.000000
100|"KT-PC4108"| 0155.000000| 0000.000000| 0000.000000|0.000000
100|"KT-PC4204"| 0418.000000| 0000.000000| 0000.000000|0.000000
100|"KT-PC4216"| 0258.000000| 0000.000000| 0000.000000|0.000000
100|"KT-RM1"| 0862.000000| 0300.000000| 0026.000000|24.000000
100|"KT3-LCD"| 0020.000000| 0000.000000| 0000.000000|0.000000
100|"L0412CS"| 0033.000000| 0000.000000| 0000.000000|0.000000
100|"L0412NI"| 0004.000000| 0000.000000| 0000.000000|0.000000
100|"L0812CS"| 0030.000000| 0000.000000| 0000.000000|0.000000
100|"L0812NI"| 0017.000000| 0000.000000| 0000.000000|0.000000
100|"L1214CS"| 0001.000000| 0000.000000| 0000.000000|0.000000
100|"L2616CS"| 0041.000000| 0040.000000| 0032.000000|22.000000
100|"L35814CS"| 1580.000000| 0005.000000| 0714.000000|533.000000
100|"L55013CS"| 0197.000000| 0000.000000| 0025.000000|22.000000
100|"LA-UDS-10EU"| 0002.000000| 0003.000000| 0000.000000|0.000000
100|"LD0412CS"| 0097.000000| 0000.000000| 0008.000000|8.000000
100|"LD0614CS"| 0015.000000| 0000.000000| 0000.000000|0.000000
100|"LD0812CS"| 0016.000000| 0000.000000|-0001.000000|0.000000
100|"LD1214CS"| 0003.000000| 0000.000000| 0000.000000|0.000000
100|"LD2616CS"| 0067.000000| 0020.000000| 0035.000000|36.000000
100|"LD35814CS"| 3295.000000| 0701.000000| 1153.000000|984.000000
100|"LD3616CS"| 0004.000000| 0000.000000| 0000.000000|0.000000
100|"LD41016CS"| 0077.000000| 0000.000000| 0001.000000|1.000000
100|"LD55013CS"| 0348.000000| 0180.000000| 0022.000000|23.000000
100|"LTC0455/20"| 0015.000000| 0000.000000|-0002.000000|0.000000
100|"LTC2821/90"| 0051.000000| 0000.000000| 0000.000000|0.000000
100|"LTC3364/50"| 0009.000000| 0000.000000| 0000.000000|0.000000
100|"LTC3364/60"| 0001.000000| 0000.000000| 0000.000000|0.000000
100|"LTC3374/50"| 0005.000000| 0000.000000| 0000.000000|0.000000
100|"LZ067212A"| 0018.000000| 0000.000000| 0000.000000|0.000000
100|"LZ067212AP"| 0008.000000| 0000.000000| 0000.000000|0.000000
100|"LZ088012A"| 0001.000000| 0000.000000| 0000.000000|0.000000
100|"MA-1000"| 0038.000000| 0000.000000| 0000.000000|0.000000
100|"MA-792"| 0006.000000| 0000.000000| 0000.000000|0.000000
100|"MC60"| 0069.000000| 0060.000000| 0065.000000|62.000000
100|"MC65-1"| 0166.000000| 0000.000000| 0002.000000|2.000000
100|"MCS16-10B"| 0003.000000| 0000.000000| 0000.000000|0.000000
100|"MCS4-2B"| 0002.000000| 0000.000000| 0000.000000|0.000000
100|"MD-12"| 0011.000000| 0000.000000| 0000.000000|0.000000
100|"MDM-MT"| 0058.000000| 0000.000000| 0001.000000|1.000000
100|"MDM-MT-R"| 0011.000000| 0000.000000| 0000.000000|0.000000
100|"MICRO2A"| 0018.000000| 0015.000000| 0000.000000|0.000000
100|"MICRO5A"| 0052.000000| 0000.000000| 0000.000000|0.000000
100|"MJULTACK-2"| 0100.000000| 0000.000000| 0000.000000|0.000000
100|"MK225-1"| 0566.000000| 2509.000000| 0964.000000|474.000000
100|"MK395-1"| 0611.000000| 0300.000000| 0239.000000|38.000000
100|"MK395-2"| 0834.000000| 0599.000000| 0777.000000|525.000000
100|"MK395-2LG"| 0105.000000| 0082.000000| 0067.000000|67.000000
100|"MK54-3P"| 0048.000000| 0000.000000| 0000.000000|0.000000
100|"MK75I"| 1380.000000| 2250.000000| 0894.000000|729.000000
100|"MK75IZA"| 1454.000000| 0756.000000| 1638.000000|1454.00000
100|"MKD31-B"| 0037.000000| 0800.000000| 0137.000000|37.000000
100|"MKD6"| 0179.000000| 0000.000000| 0000.000000|0.000000
100|"MKDLOCK"| 0096.000000| 1040.000000| 0119.000000|96.000000
100|"ML831C28"| 0106.000000| 0000.000000| 0000.000000|0.000000
100|"ML831SCSC28"| 0017.000000| 0000.000000| 0000.000000|0.000000
109|"MP-CBL"| 0003.000000| 0000.000000| 0000.000000|0.000000
109|"MP-KMI"| 0015.000000| 0000.000000| 0000.000000|0.000000
100|"MP-PSU"| 0001.000000| 0000.000000| 0000.000000|0.000000
109|"MP-PSU"| 0007.000000| 0000.000000| 0002.000000|2.000000
100|"MP1000CC"| 0002.000000| 0000.000000|-0002.000000|0.000000
109|"MP1000CC"| 0007.000000| 0000.000000| 0005.000000|5.000000
109|"MP1000KFT"| 0015.000000| 0000.000000| 0000.000000|0.000000
100|"MP1000SC3"| 0026.000000| 0000.000000| 0000.000000|0.000000
100|"MQRPNL"| 0009.000000| 0005.000000| 0000.000000|0.000000
100|"MR4050"| 0003.000000| 0000.000000| 0000.000000|0.000000
100|"MUSB-1BEI"| 0437.000000| 0000.000000| 0000.000000|0.000000
100|"MUSB-1WHT"| 0587.000000| 0000.000000| 0001.000000|1.000000
100|"MV16P-30"| 0009.000000| 0074.000000| 0004.000000|4.000000
100|"MV16P-30-1"| 0009.000000| 0000.000000| 0000.000000|0.000000
100|"MV19P-30"| 0051.000000| 0000.000000| 0002.000000|2.000000
100|"MV19P-30-1"| 0014.000000| 0000.000000| 0000.000000|0.000000
100|"MV27-1"| 0010.000000| 0000.000000| 0000.000000|0.000000
100|"MV47"| 0001.000000| 0000.000000| 0000.000000|0.000000
100|"MV47-1"| 0001.000000| 0000.000000| 0000.000000|0.000000
100|"MV77-1"| 0006.000000| 0000.000000| 0000.000000|0.000000
100|"MV94P-30"| 0026.000000| 0036.000000| 0002.000000|2.000000
100|"MV94P-30-1"| 0019.000000| 0000.000000| 0000.000000|0.000000
100|"MV96P-30"| 0288.000000| 0091.000000| 0079.000000|78.000000
100|"MV96P-30-1"| 0004.000000| 0000.000000| 0000.000000|0.000000
100|"MV99P-30"| 0419.000000| 0000.000000| 0002.000000|2.000000
100|"MX-4"| 0196.000000| 0000.000000| 0000.000000|0.000000
100|"N701-STC"| 0008.000000| 0000.000000| 0000.000000|0.000000
100|"NV-213A-M"| 0007.000000| 0000.000000| 0000.000000|0.000000
